Title,Price,Bedrooms,Bathrooms,Area,Location,Property_Type
"1 Bedroom Apartment For Rent Al Khuwair, Muscat",80,1.0,2.0,55 Sq. M.,"Al Khuwair, Muscat",Apartment
"2 Bedroom Villa For Rent Bosher, Muscat",850,2.0,3.0,200 Sq. M.,"Bosher, Muscat",Villa
"4 Bedroom Villa For Rent in Qurum, Muscat",1800,4.0,5.0,500 Sq. M.,"Qurum, Muscat",Villa
4 Bedrooms Villa For Rent Madinat As Sultan Qaboos Muscat,725,4.0,5.0,235 Sq. M.,"Qurum, Muscat",Villa
"1 Bedroom Apartment For Rent Al Ghubrah, Muscat",500,1.0,2.0,59 Sq. M.,"Al Ghubrah, Muscat",Apartment
"1 Bedroom Apartment For Rent Muscat Hills, Muscat",499,1.0,2.0,110 Sq. M.,"Muscat Hills, Muscat",Apartment
2 Bedrooms Apartment For Rent Muscat (The Wave (Almouj)),700,2.0,2.0,129 Sq. M.,"Qurum, Muscat",Apartment
4 Bedrooms Villa For Rent Madinat As Sultan Qaboos Muscat,650,4.0,6.0,300 Sq. M.,"Qurum, Muscat",Villa
"1 Bedroom Apartment For Rent in Muscat Hills, Muscat",330,1.0,1.0,63 Sq. M.,"Muscat Hills, Muscat",Apartment
"2 Bedrooms Apartment For Rent Al Ghubrah, Muscat",380,2.0,2.0,109 Sq. M.,"Al Ghubrah, Muscat",Apartment
"2 Bedrooms Apartment For Rent in Ghala, Muscat",260,2.0,3.0,100 Sq. M.,"Ghala, Muscat",Apartment
"3 Bedroom Apartment For Rent in Al Khoud, Muscat",220,3.0,3.0,110 Sq. M.,"Al Khoud, Muscat",Apartment
2 Bedrooms Apartment For Rent The Wave (Almouj) Muscat,1199,2.0,3.0,158 Sq. M.,"Qurum, Muscat",Apartment
"4 Bedroom Villa For Rent in Bosher, Muscat",800,4.0,5.0,300 Sq. M.,"Bosher, Muscat",Villa
"6 Bedroom Villa For Rent in Madinat As Sultan Qaboos, Muscat",1300,6.0,7.0,500 Sq. M.,"Madinat As Sultan Qaboos, Muscat",Villa
"6 Bedroom Apartment For Rent in Al Khuwair, Muscat",200,6.0,1.0,120 Sq. M.,"Al Khuwair, Muscat",Apartment
"4 Bedrooms Villa For Rent in Madinat As Sultan Qaboos, Muscat",1100,4.0,5.0,550 Sq. M.,"Madinat As Sultan Qaboos, Muscat",Villa
"2 Bedrooms Apartment For Rent Al Wadi Al Kabir, Muscat",200,2.0,3.0,110 Sq. M.,"Al Wadi Al Kabir, Muscat",Apartment
"1 Bedroom Apartment For Rent Ruwi, Muscat",140,1.0,2.0,60 Sq. M.,"Ruwi, Muscat",Apartment
"1 Bedroom Apartment For Rent Ruwi, Muscat",140,1.0,2.0,60 Sq. M.,"Ruwi, Muscat",Apartment
"5 Bedrooms Villa For Rent Madinat As Sultan Qaboos, Muscat",725,5.0,5.0,360 Sq. M.,"Qurum, Muscat",Villa
"2 Bedrooms Apartment For Rent Qurum, Muscat",230,2.0,3.0,10 Sq. M.,"Qurum, Muscat",Apartment
"2 Bedrooms Apartment For Rent Ruwi, Muscat",300,2.0,3.0,175 Sq. M.,"Ruwi, Muscat",Apartment
"4 Bedrooms Apartment For Rent Darsait, Muscat",300,4.0,3.0,120 Sq. M.,"Darsait, Muscat",Apartment
5 Bedroom Villa For Rent Salalah,60,5.0,5.0,500 Sq. M.,"Salalah, Dhofar",Villa
"Residential Land For Rent in Qurum, Muscat",700,,,400 Sq. M.,"Qurum, Muscat",Other
"5 Bedrooms Villa For Rent Qurum, Muscat",900,5.0,6.0,400 Sq. M.,"Qurum, Muscat",Villa
"3 Bedrooms Villa For Rent Ruwi, Muscat",200,3.0,3.0,150 Sq. M.,"Ruwi, Muscat",Villa
"3 Bedroom Villa For Rent in Qurum, Muscat",1200,3.0,5.0,299 Sq. M.,"Qurum, Muscat",Villa
6 Bedrooms Villa For Rent Al Mawaleh Muscat,750,6.0,8.0,330 Sq. M.,"Al Mawaleh, Muscat",Villa
"2 Bedrooms Apartment For Rent Al Khoud, Muscat",170,2.0,2.0,88 Sq. M.,"Al Khoud, Muscat",Apartment
6 Bedrooms Villa For Rent Muscat - Madinat As Sultan Qaboos,1800,6.0,8.0,450 Sq. M.,"Qurum, Muscat",Villa
"1 Bedroom Apartment For Rent in Sur, Al Sharqiya",50,1.0,1.0,"11,111 Sq. M.","Sur, Al Sharqiya",Apartment
"5 Bedroom Villa For Rent in Salalah, Dhofar",130,5.0,6.0,300 Sq. M.,"Salalah, Dhofar",Villa
"2 Bedroom Chalet For Rent in Barka, Al Batinah",50,2.0,5.0,130 Sq. M.,"Barka, Al Batinah",Other
"1 Bedroom Apartment For Rent in Muscat Hills, Muscat",499,1.0,2.0,80 Sq. M.,"Muscat Hills, Muscat",Apartment
"3 Bedroom Villa For Rent Al Hail, Muscat",475,3.0,4.0,285 Sq. M.,"Al Hail, Muscat",Villa
"5 Bedroom Villa For Rent in Muscat Hills, Muscat",1700,5.0,6.0,450 Sq. M.,"Muscat Hills, Muscat",Villa
"5 Bedrooms Villa For Rent Al Hail, Muscat",475,5.0,4.0,600 Sq. M.,"Al Hail, Muscat",Villa
"4 Bedroom Villa For Rent in Qurum, Muscat",650,4.0,5.0,300 Sq. M.,"Qurum, Muscat",Villa
"7 Bedrooms Villa For Rent Al Mawaleh, Muscat",1200,7.0,6.0,550 Sq. M.,"Al Mawaleh, Muscat",Villa
"2 Bedrooms Apartment For Rent Muscat Hills, Muscat",550,2.0,3.0,120 Sq. M.,"Muscat Hills, Muscat",Apartment
"2 Bedrooms Apartment For Rent Qurum, Muscat",290,2.0,2.0,10 Sq. M.,"Qurum, Muscat",Apartment
"1 Bedroom Apartment For Rent Al Ghubrah, Muscat",185,1.0,1.0,69 Sq. M.,"Ghala, Muscat",Apartment
7 Bedroom Villa For Rent in Muscat - Al Khoud,950,7.0,9.0,700 Sq. M.,"Al Khoud, Muscat",Villa
"3 Bedrooms Villa For Rent Al Masn'a, Al Batinah",140,3.0,3.0,130 Sq. M.,"Al Masn'a, Al Batinah",Villa
"4 Bedroom Villa For Rent in The Wave (Almouj), Muscat",1450,4.0,5.0,400 Sq. M.,"The Wave (Almouj), Muscat",Villa
"4 Bedroom Villa For Rent Bosher, Muscat",700,4.0,5.0,10 Sq. M.,"Bosher, Muscat",Villa
"2 Bedrooms Apartment For Rent Al Hail, Muscat",400,2.0,2.0,100 Sq. M.,"Al Hail, Muscat",Apartment
"4 Bedroom Villa For Rent in The Wave (Almouj), Muscat",1250,4.0,4.0,10 Sq. M.,"The Wave (Almouj), Muscat",Villa
"3 Bedrooms Villa For Rent in Al Khuwair, Muscat",550,3.0,3.0,500 Sq. M.,"Al Khuwair, Muscat",Villa
"1 Bedroom Apartment For Rent in Al Khuwair, Muscat",160,1.0,1.0,10 Sq. M.,"Al Khuwair, Muscat",Apartment
"7 Bedrooms Villa For Rent Al Khoud, Muscat",2000,7.0,10.0,"1,800 Sq. M.","Al Khoud, Muscat",Villa
"4 Bedrooms Villa For Rent Qurum, Muscat",1200,4.0,5.0,450 Sq. M.,"Qurum, Muscat",Villa
"4 Bedrooms Villa For Rent Qurum, Muscat",600,4.0,4.0,300 Sq. M.,"Qurum, Muscat",Villa
"3 Bedrooms Villa For Rent Bosher, Muscat",850,3.0,5.0,300 Sq. M.,"Bosher, Muscat",Villa
"6 Bedrooms Villa For Rent Qurum, Muscat",1000,6.0,7.0,300 Sq. M.,"Qurum, Muscat",Villa
1 Bedroom Apartment For Rent Muscat (The Wave (Almouj)),950,1.0,3.0,135 Sq. M.,"Qurum, Muscat",Apartment
"2 Bedroom Chalet For Rent in Barka, Al Batinah",60,2.0,6.0,"1,200 Sq. M.","Barka, Al Batinah",Other
"2 Bedrooms Apartment For Rent Sur, Al Sharqiya",180,2.0,2.0,420 Sq. M.,"Sur, Al Sharqiya",Apartment
"2 Bedroom Apartment For Rent in Ruwi, Muscat",260,2.0,2.0,109 Sq. M.,"Ruwi, Muscat",Apartment
"2 Bedrooms Apartment For Rent Bosher, Muscat",495,2.0,2.0,150 Sq. M.,"Bosher, Muscat",Apartment
"1 Bedroom Apartment For Rent Bosher, Muscat",500,1.0,2.0,65 Sq. M.,"Bosher, Muscat",Apartment
"4 Bedroom Apartment For Rent The Wave (Almouj), Muscat",1900,4.0,4.0,350 Sq. M.,"Qurum, Muscat",Apartment
"1 Bedroom Apartment For Rent in Al Maabilah, Muscat",250,1.0,1.0,100 Sq. M.,"Al Maabilah, Muscat",Apartment
"6 Bedroom Villa For Rent in Al Hail, Muscat",500,6.0,6.0,380 Sq. M.,"Al Hail, Muscat",Villa
"1 Bedroom Apartment For Rent The Wave (Almouj), Muscat",500,1.0,1.0,93 Sq. M.,"Qurum, Muscat",Apartment
"2 Bedrooms Apartment For Rent Al Amarat, Muscat",150,2.0,2.0,125 Sq. M.,"Al Amarat, Muscat",Apartment
"2 Bedrooms Apartment For Rent Ruwi, Muscat",160,2.0,2.0,15 Sq. M.,"Ruwi, Muscat",Apartment
"2 Bedroom Apartment For Rent Al Ghubrah, Muscat",625,2.0,3.0,109 Sq. M.,"Al Ghubrah, Muscat",Apartment
"2 Bedrooms Apartment For Rent Qurum, Muscat",600,2.0,4.0,150 Sq. M.,"Qurum, Muscat",Apartment
"1 Bedroom Apartment For Rent Al Ghubrah, Muscat",145,1.0,1.0,55 Sq. M.,"Al Ghubrah, Muscat",Apartment
"1 Bedroom Apartment For Rent in Ruwi, Muscat",225,1.0,2.0,95 Sq. M.,"Ruwi, Muscat",Apartment
"1 Bedroom Apartment For Rent in Darsait, Muscat",130,1.0,2.0,20 Sq. M.,"Darsait, Muscat",Apartment
"4 Bedroom Villa For Rent in Muscat Hills, Muscat",1200,4.0,5.0,350 Sq. M.,"Muscat Hills, Muscat",Villa
"3 Bedroom Villa For Rent Sohar, Al Batinah",300,3.0,5.0,360 Sq. M.,"Sohar, Al Batinah",Villa
2 Bedrooms Apartment For Rent Muscat,700,2.0,2.0,120 Sq. M.,"Qurum, Muscat",Apartment
"2 Bedroom Chalet For Rent Al Amarat, Muscat",50,2.0,2.0,350 Sq. M.,"Al Amarat, Muscat",Other
"2 Bedrooms Chalet For Rent in Barka, Al Batinah",50,2.0,2.0,633 Sq. M.,"Barka, Al Batinah",Other
"4 Bedrooms Apartment For Rent in Ruwi, Muscat",135,4.0,2.0,90 Sq. M.,"Ruwi, Muscat",Apartment
"1 Bedroom Apartment For Rent in Al Khuwair, Muscat",275,1.0,3.0,98 Sq. M.,"Al Khuwair, Muscat",Apartment
"2 Bedrooms Apartment For Rent in Qurum, Muscat",150,2.0,2.0,95 Sq. M.,"Qurum, Muscat",Apartment
"2 Bedrooms Apartment For Rent The Wave (Almouj), Muscat",750,2.0,2.0,105 Sq. M.,"Qurum, Muscat",Apartment
"5 Bedrooms Chalet For Rent in Barka, Al Batinah",50,5.0,8.0,"5,000 Sq. M.","Barka, Al Batinah",Other
"4 Bedroom Villa For Rent Qurum, Muscat",1750,4.0,5.0,400 Sq. M.,"Qurum, Muscat",Villa
"1 Bedroom Apartment For Rent Al Wadi Al Kabir, Muscat",140,1.0,2.0,95 Sq. M.,"Al Wadi Al Kabir, Muscat",Apartment
"6 Bedroom Villa For Rent in Al Maabilah, Muscat",550,6.0,8.0,300 Sq. M.,"Al Maabilah, Muscat",Villa
6 Bedrooms Villa For Rent Muscat (The Wave (Almouj)),2100,6.0,7.0,600 Sq. M.,"Qurum, Muscat",Villa
"3 Bedrooms Apartment For Rent Qantab, Muscat",1500,3.0,4.0,11 Sq. M.,"Barr Al Jissah, Muscat",Apartment
2 Bedrooms Apartment For Rent Al Ghubrah Muscat,500,2.0,3.0,10 Sq. M.,"Al Ghubrah, Muscat",Apartment
"1 Bedroom Apartment For Rent in The Wave (Almouj), Muscat",700,1.0,2.0,110 Sq. M.,"The Wave (Almouj), Muscat",Apartment
"5 Bedroom Villa For Rent in Madinat As Sultan Qaboos, Muscat",1400,5.0,5.0,300 Sq. M.,"Madinat As Sultan Qaboos, Muscat",Villa
2 Bedroom Apartment For Rent Muscat (The Wave (Almouj)),1700,2.0,3.0,195 Sq. M.,"Qurum, Muscat",Apartment
"5 Bedroom Villa For Rent Madinat As Sultan Qaboos, Muscat",749,5.0,6.0,365 Sq. M.,"Qurum, Muscat",Villa
"1 Bedroom Apartment For Rent Al Ghubrah, Muscat",400,1.0,3.0,100 Sq. M.,"Al Ghubrah, Muscat",Apartment
"2 Bedrooms Apartment For Rent in Al Ghubrah, Muscat",350,2.0,3.0,120 Sq. M.,"Al Ghubrah, Muscat",Apartment
"6 Bedrooms Villa for Rent in Madinat As Sultan Qaboos, Muscat",1300,6.0,8.0,450 Sq. M.,"Madinat As Sultan Qaboos, Muscat",Villa
6 Bedrooms Villa For Rent Madinat As Sultan Qaboos Muscat,1700,6.0,8.0,615 Sq. M.,"Qurum, Muscat",Villa
"5 Bedrooms Villa For Rent in Madinat As Sultan Qaboos, Muscat",800,5.0,6.0,300 Sq. M.,"Madinat As Sultan Qaboos, Muscat",Villa
2 Bedrooms Apartment For Rent Muscat (The Wave (Almouj)),800,2.0,2.0,134 Sq. M.,"Qurum, Muscat",Apartment
"6 Bedroom Villa For Rent Bosher, Muscat",650,6.0,7.0,400 Sq. M.,"Bosher, Muscat",Villa
"4 Bedrooms Villa For Rent in Qurum, Muscat",580,4.0,5.0,270 Sq. M.,"Qurum, Muscat",Villa
"Residential Land For Rent in Al Rusayl, Muscat",10500,,,"7,000 Sq. M.","Al Rusayl, Muscat",Other
"Residential Land For Rent in Misfah, Muscat",4800,,,"6,000 Sq. M.","Misfah, Muscat",Other
"1 Bedroom Apartment For Rent Bosher, Muscat",400,1.0,2.0,63 Sq. M.,"Bosher, Muscat",Apartment
"3 Bedrooms Villa For Rent Bosher, Muscat",700,3.0,4.0,299 Sq. M.,"Bosher, Muscat",Villa
"1 Bedroom Apartment For Rent Al Ghubrah, Muscat",210,1.0,1.0,80 Sq. M.,"Al Ghubrah, Muscat",Apartment
"3 Bedroom Apartment For Rent in Al Khuwair, Muscat",120,3.0,3.0,95 Sq. M.,"Al Khuwair, Muscat",Apartment
"2 Bedrooms Villa For Rent Bosher, Muscat",850,2.0,2.0,109 Sq. M.,"Bosher, Muscat",Villa
"3 Bedrooms Apartment For Rent Qurum, Muscat",450,3.0,3.0,159 Sq. M.,"Qurum, Muscat",Apartment
"5 Bedroom Villa For Rent Madinat As Sultan Qaboos, Muscat",1050,5.0,6.0,500 Sq. M.,"Qurum, Muscat",Villa
"2 Bedroom Apartment For Rent Suwaiq, Al Batinah",100,2.0,2.0,116 Sq. M.,"Suwaiq, Al Batinah",Apartment
"2 Bedroom Apartment For Rent in Muscat Hills, Muscat",450,2.0,3.0,109 Sq. M.,"Muscat Hills, Muscat",Apartment
"6 Bedroom Villa For Rent in Al Khoud, Muscat",850,6.0,7.0,440 Sq. M.,"Al Khoud, Muscat",Villa
"2 Bedroom Apartment For Rent Madinat As Sultan Qaboos, Muscat",700,2.0,3.0,120 Sq. M.,"Qurum, Muscat",Apartment
"3 Bedrooms Villa For Rent Qurum, Muscat",1200,3.0,4.0,200 Sq. M.,"Qurum, Muscat",Villa
"1 Bedroom Apartment For Rent Madinat As Sultan Qaboos, Muscat",650,1.0,1.0,85 Sq. M.,"Qurum, Muscat",Apartment
"3 Bedrooms Villa For Rent Al Hail, Muscat",400,3.0,4.0,300 Sq. M.,"Al Hail, Muscat",Villa
"5 Bedrooms Villa For Rent Qurum, Muscat",1200,5.0,7.0,500 Sq. M.,"Qurum, Muscat",Villa
"3 Bedrooms Villa For Rent Qurum, Muscat",1200,3.0,5.0,300 Sq. M.,"Qurum, Muscat",Villa
4 Bedrooms Apartment For Rent Muscat (The Wave (Almouj)),3000,4.0,6.0,349 Sq. M.,"Qurum, Muscat",Apartment
1 Bedroom Apartment For Rent Muscat (The Wave (Almouj)),1350,1.0,2.0,140 Sq. M.,"Qurum, Muscat",Apartment
"3 Bedroom Villa For Rent Bosher, Muscat",775,3.0,4.0,230 Sq. M.,"Bosher, Muscat",Villa
"2 Bedrooms Apartment For Rent Madinat As Sultan Qaboos, Muscat",450,2.0,2.0,100 Sq. M.,"Qurum, Muscat",Apartment
"1 Bedroom Apartment For Rent Al Hail, Muscat",400,1.0,1.0,65 Sq. M.,"Al Hail, Muscat",Apartment
"2 Bedroom Apartment For Rent Qurum, Muscat",310,2.0,2.0,120 Sq. M.,"Qurum, Muscat",Apartment
6 Bedrooms Villa For Rent Madinat As Sultan Qaboos Muscat,899,6.0,5.0,350 Sq. M.,"Qurum, Muscat",Villa
"4 Bedrooms Villa For Rent in Qurum, Muscat",1249,4.0,4.0,349 Sq. M.,"Qurum, Muscat",Villa
"7 Bedroom Villa For Rent in Qurum, Muscat",1399,7.0,7.0,500 Sq. M.,"Qurum, Muscat",Villa
"5 Bedrooms Villa For Rent in Muscat Hills, Muscat",1250,5.0,6.0,350 Sq. M.,"Muscat Hills, Muscat",Villa
"5 Bedrooms Apartment For Rent Ruwi, Muscat",300,5.0,5.0,200 Sq. M.,"Ruwi, Muscat",Apartment
"4 Bedrooms Villa For Rent in Qurum, Muscat",1200,4.0,5.0,295 Sq. M.,"Qurum, Muscat",Villa
"9 Bedroom Villa For Rent in Madinat As Sultan Qaboos, Muscat",2500,9.0,12.0,650 Sq. M.,"Madinat As Sultan Qaboos, Muscat",Villa
"6 Bedrooms Villa For Rent in Madinat As Sultan Qaboos, Muscat",1500,6.0,8.0,485 Sq. M.,"Madinat As Sultan Qaboos, Muscat",Villa
3 Bedroom Apartment For Rent Muscat (The Wave (Almouj)),1199,3.0,4.0,162 Sq. M.,"Qurum, Muscat",Apartment
5 Bedrooms Villa For Rent Madinat As Sultan Qaboos Muscat,1400,5.0,7.0,300 Sq. M.,"Qurum, Muscat",Villa
"3 Bedrooms Villa For Rent Madinat As Sultan Qaboos, Muscat",430,3.0,3.0,300 Sq. M.,"Qurum, Muscat",Villa
"6 Bedrooms Villa For Rent in Qurum, Muscat",1000,6.0,5.0,300 Sq. M.,"Qurum, Muscat",Villa
"6 Bedrooms Villa For Rent in Qurum, Muscat",650,6.0,6.0,300 Sq. M.,"Qurum, Muscat",Villa
2 Bedroom Apartment For Rent Al Khuwair Muscat,425,2.0,3.0,10 Sq. M.,"Al Khuwair, Muscat",Apartment
"5 Bedrooms Villa For Rent Qurum, Muscat",850,5.0,6.0,11 Sq. M.,"Qurum, Muscat",Villa
"2 Bedroom Apartment For Rent in Qurum, Muscat",500,2.0,3.0,130 Sq. M.,"Qurum, Muscat",Apartment
"2 Bedroom Apartment For Rent in Al Khuwair, Muscat",210,2.0,2.0,111 Sq. M.,"Al Khuwair, Muscat",Apartment
"2 Bedrooms Apartment For Rent Al Ghubrah, Muscat",550,2.0,3.0,120 Sq. M.,"Al Ghubrah, Muscat",Apartment
"1 Bedroom Apartment For Rent Bosher, Muscat",300,1.0,2.0,80 Sq. M.,"Bosher, Muscat",Apartment
"3 Bedroom Villa For Rent in Qurum, Muscat",1200,3.0,5.0,250 Sq. M.,"Qurum, Muscat",Villa
3 Bedrooms Apartment For Rent Madinat As Sultan Qaboos Muscat,850,3.0,4.0,200 Sq. M.,"Qurum, Muscat",Apartment
"1 Bedroom Apartment For Rent in Madinat As Sultan Qaboos, Muscat",650,1.0,3.0,85 Sq. M.,"Madinat As Sultan Qaboos, Muscat",Apartment
"1 Bedroom Apartment For Rent in The Wave (Almouj), Muscat",525,1.0,1.0,90 Sq. M.,"The Wave (Almouj), Muscat",Apartment
"4 Bedroom Villa For Rent in Muscat Hills, Muscat",1350,4.0,6.0,423 Sq. M.,"Muscat Hills, Muscat",Villa
"4 Bedrooms Villa For Rent in Madinat As Sultan Qaboos, Muscat",900,4.0,6.0,400 Sq. M.,"Madinat As Sultan Qaboos, Muscat",Villa
3 Bedrooms Apartment For Rent Madinat As Sultan Qaboos Muscat,800,3.0,4.0,195 Sq. M.,"Qurum, Muscat",Apartment
"2 Bedroom Apartment For Rent Madinat As Sultan Qaboos, Muscat",700,2.0,4.0,170 Sq. M.,"Qurum, Muscat",Apartment
"5 Bedroom Villa For Rent in Madinat As Sultan Qaboos, Muscat",749,5.0,6.0,350 Sq. M.,"Madinat As Sultan Qaboos, Muscat",Villa
"1 Bedroom Apartment For Rent Muscat Hills, Muscat",499,1.0,2.0,117 Sq. M.,"Muscat Hills, Muscat",Apartment
"2 Bedroom Apartment For Rent in Al Khuwair, Muscat",230,2.0,1.0,100 Sq. M.,"Al Khuwair, Muscat",Apartment
"2 Bedrooms Apartment For Rent Al Wadi Al Kabir, Muscat",200,2.0,2.0,90 Sq. M.,"Al Wadi Al Kabir, Muscat",Apartment
"2 Bedrooms Apartment For Rent Al Amarat, Muscat",160,2.0,2.0,100 Sq. M.,"Al Amarat, Muscat",Apartment
2 Bedroom Apartment For Rent Muscat (The Wave (Almouj)),950,2.0,2.0,138 Sq. M.,"Qurum, Muscat",Apartment
"6 Bedroom Villa For Rent in Qurum, Muscat",650,6.0,7.0,300 Sq. M.,"Qurum, Muscat",Villa
"4 Bedroom Villa For Rent in Qurum, Muscat",700,4.0,4.0,179 Sq. M.,"Qurum, Muscat",Villa
"4 Bedrooms Villa For Rent Qurum, Muscat",1800,4.0,6.0,300 Sq. M.,"Qurum, Muscat",Villa
"3 Bedrooms Apartment For Rent in The Wave (Almouj), Muscat",2500,3.0,5.0,264 Sq. M.,"The Wave (Almouj), Muscat",Apartment
"2 Bedrooms Apartment For Rent Azaiba, Muscat",360,2.0,3.0,120 Sq. M.,"Azaiba, Muscat",Apartment
"1 Apartment For Rent Ghala, Muscat",230,1.0,2.0,80 Sq. M.,"Ghala, Muscat",Apartment
"3 Bedroom Apartment For Rent in Madinat As Sultan Qaboos, Muscat",800,3.0,3.0,130 Sq. M.,"Madinat As Sultan Qaboos, Muscat",Apartment
3 Bedroom Apartment For Rent Muscat - The Wave (Almouj),799,3.0,2.0,145 Sq. M.,"Qurum, Muscat",Apartment
"2 Bedrooms Apartment For Rent Al Wadi Al Kabir, Muscat",210,2.0,3.0,55 Sq. M.,"Al Wadi Al Kabir, Muscat",Apartment
"1 Bedroom Apartment For Rent Qurum, Muscat",749,1.0,5.0,300 Sq. M.,"Qurum, Muscat",Apartment
"3 Bedroom Apartment For Rent Al Amarat, Muscat",170,3.0,3.0,400 Sq. M.,"Al Amarat, Muscat",Apartment
"2 Bedrooms Apartment For Rent Darsait, Muscat",160,2.0,2.0,120 Sq. M.,"Darsait, Muscat",Apartment
"1 Bedroom Apartment For Rent in Ghala, Muscat",190,1.0,2.0,100 Sq. M.,"Ghala, Muscat",Apartment
"1 Bedroom Apartment For Rent Al Khuwair, Muscat",160,1.0,2.0,100 Sq. M.,"Al Khuwair, Muscat",Apartment
"1 Bedroom Apartment For Rent Al Wadi Al Kabir, Muscat",200,1.0,2.0,750 Sq. M.,"Al Wadi Al Kabir, Muscat",Apartment
"2 Bedroom Apartment For Rent Al Hail, Muscat",450,2.0,2.0,150 Sq. M.,"Al Hail, Muscat",Apartment
1 Bedroom Apartment For Rent Al Khuwair Muscat,215,1.0,2.0,85 Sq. M.,"Al Khuwair, Muscat",Apartment
"3 Bedroom Apartment For Rent Al Khuwair, Muscat",340,3.0,2.0,159 Sq. M.,"Al Khuwair, Muscat",Apartment
"2 Bedrooms Apartment For Rent Al Ghubrah, Muscat",210,2.0,2.0,70 Sq. M.,"Al Ghubrah, Muscat",Apartment
"3 Bedrooms Apartment For Rent Al Wadi Al Kabir, Muscat",130,3.0,2.0,150 Sq. M.,"Al Wadi Al Kabir, Muscat",Apartment
"2 Bedroom Apartment For Rent in Al Khuwair, Muscat",300,2.0,3.0,110 Sq. M.,"Al Khuwair, Muscat",Apartment
4 Bedroom Villa For Rent Madinat As Sultan Qaboos Muscat,725,4.0,5.0,250 Sq. M.,"Qurum, Muscat",Villa
